방이름,보증금,월세,전세,방 수,욕실 수,주소,평 수,관리비,주차 여부,방향,층,총 층,건축물 용도,전세여부,월세여부,부동산 이름,부동산 전화번호,복층 여부,사용승인일,내부시설,기타시설
일반원룸,300,30,0,1,1,서울시 영등포구 대림동 907-43,18㎡/15㎡(전용률83%),6만원,불가능,남향(안방 기준),B1,4,단독주택,0,1,정(情)공인중개사사무소,"02-846-2482,010-3792-3427",단층,2017.01.24,"책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 전자레인지, 벽걸이에어컨, ","인터폰, "
다가구,300,30,0,1,1,서울시 영등포구 대림동 907-43,19.8㎡/13.2㎡(전용률67%),6만원,가능,남동향(거실 기준),B1,3,단독주택,0,1,신길(010-5745-2058단지내)공인중개사사무소,"02-832-5255,010-5745-2058",단층,2017.01.24,"냉장고, 세탁기, 샤워부스, 싱크대, 인덕션레인지, 벽걸이에어컨, ",none
일반원룸,300,39,0,1,1,서울시 영등포구 대림동 726-1,19.83㎡/19.83㎡(전용률100%),0원,불가능,서향(거실 기준),5,5,제1종 근린생활시설,0,1,선영공인중개사사무소,"02-848-8480,010-9882-8480",단층,1984.04.25,none,none
다가구,"2,500",40,0,2,1,서울시 영등포구 대림동 893-95,30㎡/28㎡(전용률93%),0원,불가능,남동향(거실 기준),1,2,단독주택,0,1,e편한보라공인중개사사무소,"02-832-0023,010-5628-3788",단층,1990.02.19,none,none
일반원룸2층,300,25,0,1,1,서울시 영등포구 대림동 993-2,23.14㎡/19.83㎡(전용률86%),10만원,불가능,남향(안방 기준),2,3,단독주택,0,1,"화랑부동산공인중개사사무소
",02-851-8941,단층,1971.01.09,"냉장고, 세탁기, 싱크대, 옷장, 인덕션레인지, ","현관보안, "
단독,300,30,0,1,1,서울시 영등포구 대림동,13.22㎡/13.22㎡(전용률100%),6만원,가능,남동향(거실 기준),B1,3,단독주택,0,1,예스(02-832-8984-단지내)공인중개사사무소,"02-832-8984,010-7494-8266",단층,2017.01.24,none,none
단독,500,50,0,2,1,서울시 영등포구 대림동,35㎡/35㎡(전용률100%),0원,불가능,남동향(안방 기준),저,3,단독주택,0,1,한마음공인중개사사무소,"02-842-4200,010-8425-4200",단층,1994.07.26,none,none
일반원룸,300,30,0,1,1,서울시 영등포구 대림동 907-43,19㎡/15㎡(전용률79%),6만원,가능,남향(거실 기준),B1,3,단독주택,0,1,SK명품(2295-8949단지내)공인중개사사무소,"02-2295-8949,010-8885-5973",단층,2017.01.24,none,none
빌라고층,300,39,0,1,1,서울시 영등포구 대림동 1080-25,26.44㎡/19.83㎡(전용률75%),7만원,가능,남향(거실 기준),고,4,단독주택,0,1,"예스공인중개사사무소
",010-6262-9066,none,2017.09.20,"냉장고, 세탁기, 싱크대, 책상, 옷장, 붙박이장, 신발장, 전자레인지, 인덕션레인지, 식탁, ","현관보안, CCTV, 인터폰, 방범창, 화재경보기, "
빌라고층,500,43,0,1,1,서울시 영등포구 대림동 1081-65,78.1㎡/19.83㎡(전용률25%),7만원,가능,남동향(안방 기준),고,3,단독주택,0,1,다온공인중개사사무소,010-4083-5798,none,2016.11.23,"냉장고, 세탁기, 싱크대, 옷장, 붙박이장, 신발장, 인덕션레인지, 샤워부스, ","현관보안, CCTV, 인터폰, 카드키, 화재경보기, "
다가구4층,2억,50,0,2,1,서울시 영등포구 대림동 942-30,56.19㎡/48.92㎡(전용률87%),7만원,가능,남향(거실 기준),4,4,단독주택,0,1,이편한정문부동산공인중개사사무소,"02-844-8939,010-9229-5055",단층,2020.11.04,"냉장고, 붙박이장, 샤워부스, 세탁기, 신발장, 싱크대, 옷장, 전자레인지, ","방범창, 현관보안, CCTV, 엘리베이터, 화재경보기, "
다가구4층,2억,50,0,2,1,서울시 영등포구 대림동 942-30,56.19㎡/47.9㎡(전용률85%),7만원,가능,남향(거실 기준),4,4,단독주택,0,1,이편한정문부동산공인중개사사무소,"02-844-8939,010-9229-5055",단층,2020.11.04,"냉장고, 붙박이장, 샤워부스, 세탁기, 신발장, 싱크대, 옷장, 전자레인지, ","방범창, 현관보안, CCTV, 엘리베이터, 화재경보기, "
일반원룸2층,500,35,0,1,1,서울시 영등포구 대림동 734-3,19.83㎡/16.99㎡(전용률86%),5만원,가능,남서향(안방 기준),2,5,공동주택,0,1,다모하중개법인공인중개사사무소주식회사,"02-860-8666,010-4712-1073",단층,2015.02.27,"냉장고, 세탁기, 싱크대, 책상, 옷장, 붙박이장, 신발장, 전자레인지, 인덕션레인지, ","현관보안, CCTV, 인터폰, 비디오폰, 카드키, 화재경보기, "
일반원룸중층,300,40,0,1,1,서울시 영등포구 대림동 1027-34,23.14㎡/19.83㎡(전용률86%),5만원,가능,남향(안방 기준),중,4,단독주택,0,1,"예스공인중개사사무소
",010-7508-2311,단층,2017.08.25,"냉장고, 세탁기, 싱크대, 옷장, 신발장, 인덕션레인지, ","현관보안, CCTV, 인터폰, 비디오폰, 방범창, 화재경보기, "
일반원룸중층,500,50,0,2,1,서울시 영등포구 대림동,35㎡/35㎡(전용률100%),0원,가능,북동향(안방 기준),1,2,단독주택,0,1,한마음공인중개사사무소,"02-842-4200,010-8425-4200",단층,1986.05.30,none,none
일반원룸,300,30,0,1,1,서울시 영등포구 대림동 907-43,35㎡/15㎡(전용률43%),0.0006만원,가능,남향(거실 기준),B1,3,단독주택,0,1,SK스타(단지내)공인중개사사무소,"02-846-0888,010-4275-7473",단층,2017.01.24,"침대, 옷장, 붙박이장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 인덕션레인지, 벽걸이에어컨, ",none
단독B1층,300,30,0,1,1,서울시 영등포구 대림동,70.68㎡/16㎡(전용률23%),6만원,가능,남향(거실 기준),B1,3,단독주택,0,1,GS자이공인중개사사무소,"02-832-8111,010-9166-7100",단층,2017.01.24,none,none
단독B1층,300,30,0,1,-,서울시 영등포구 대림동 1093-32,23.14㎡/23.14㎡(전용률100%),8만원,불가능,남서향(거실 기준),1,4,제2종 근린생활시설,0,1,2호선 공인중개사사무소,"02-6412-9980,010-5564-8879",단층,2018.03.09,"냉장고, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ","비디오폰, 현관보안, CCTV, "
상가주택6층,"1,000",50,0,1,1,서울시 영등포구 대림동 713-1,9㎡/6㎡(전용률67%),7만원,불가능,남서향(안방 기준),3,3,단독주택,0,1,대상부동산 공인중개사사무소,"02-2066-2422,010-9088-2036",단층,2016.06.29,"냉장고, 붙박이장, 샤워부스, 세탁기, 신발장, 싱크대, 인덕션레인지, 전자레인지, 벽걸이에어컨, ","인터폰, 현관보안, CCTV, 화재경보기, "
일반원룸3층,500,39,0,1,1,서울시 영등포구 대림동 975-14,15㎡/15㎡(전용률100%),6만원,불가능,동향(안방 기준),2,3,단독주택,0,1,양지공인중개사사무소,"02-833-8965,010-5241-9118",단층,2018.07.06,none,none
일반원룸저층,200,28,0,1,1,서울시 영등포구 대림동 713-3,23.14㎡/19.83㎡(전용률86%),10만원,불가능,남동향(안방 기준),저,3,단독주택,0,1,"화랑부동산공인중개사사무소
",02-853-6865,단층,2016.03.11,"냉장고, 세탁기, 싱크대, 책상, 옷장, 붙박이장, 침대, 신발장, 전자레인지, 인덕션레인지, 식탁, ","현관보안, CCTV, 인터폰, 비디오폰, 방범창, 화재경보기, "
일반원룸저층,200,28,0,2,1,서울시 영등포구 대림동,32㎡/32㎡(전용률100%),0원,불가능,남향(안방 기준),1,2,단독주택,0,1,21세기공인중개사,"02-836-4393,010-3911-7448",단층,1991,none,none
기타2층,500,35,0,1,1,서울시 영등포구 대림동 734-3,24.1㎡/16.99㎡(전용률70%),5만원,가능,남향(안방 기준),2,5,공동주택,0,1,수진공인중개사사무소,"02-6954-3993,010-4667-9265",none,2015.02.27,"책상, 옷장, 신발장, 세탁기, 싱크대, 벽걸이에어컨, ","인터폰, 현관보안, 방범창, 엘리베이터, 화재경보기, "
기타2층,500,35,0,1,1,서울시 영등포구 대림동 738-14,19.35㎡/13.08㎡(전용률68%),6만원,가능,남동향(안방 기준),5,5,공동주택,0,1,수진공인중개사사무소,"02-6954-3993,010-4667-9265",none,2013.06.04,"책상, 옷장, 붙박이장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 전자레인지, 벽걸이에어컨, ","인터폰, 현관보안, 엘리베이터, "
기타 원프라임5층,500,37,0,1,1,서울시 영등포구 대림동 907-43,25㎡/19.8㎡(전용률79%),6만원,가능,남동향(거실 기준),저,3,단독주택,0,1,"파란공인중개사사무소
","010-2352-1868,010-2352-1868",단층,2017.01.24,"냉장고, 세탁기, 신발장, 싱크대, 인덕션레인지, 전자레인지, 책상, 침대, 벽걸이에어컨, ","현관보안, "
일반원룸저층,300,30,0,2,1,서울시 영등포구 대림동 855-7,37㎡/37㎡(전용률100%),0원,불가능,남서향(안방 기준),2,2,단독주택,0,1,양지공인중개사사무소,"02-833-8965,010-5241-9118",단층,1988.04.05,none,none
일반원룸1층,500,40,0,1,1,서울시 영등포구 대림동 954-4,26.44㎡/19.83㎡(전용률75%),6만원,불가능,남향(거실 기준),1,3,단독주택,0,1,이편한정문부동산공인중개사사무소,"02-844-8939,010-9229-5055",단층,-,"책상, 옷장, 붙박이장, 신발장, 냉장고, 세탁기, 샤워부스, 싱크대, 인덕션레인지, 전자레인지, 벽걸이에어컨, ","인터폰, CCTV, 현관보안, 방범창, 화재경보기, "
일반원룸1층,500,40,0,1,1,서울시 영등포구 대림동 1037-21,17㎡/17㎡(전용률100%),0원,불가능,남향(거실 기준),1,3,단독주택,0,1,선영공인중개사사무소,"02-848-8480,010-9882-8480",단층,2012.03.29,"현관보안, ",none
일반원룸1층,"1,000",35,0,1,1,서울시 영등포구 대림동 954-4,22㎡/16㎡(전용률73%),6만원,불가능,남동향(거실 기준),1,3,단독주택,0,1,대승부동산공인중개사,"02-844-5949,010-2922-5949",단층,2016.11.02,none,none
일반원룸1층,"1,000",35,0,1,1,서울시 영등포구 대림동 871-2,32㎡/22㎡(전용률69%),5만원,불가능,남서향(안방 기준),중,3,단독주택,0,1,대승부동산공인중개사,"02-844-5949,010-2922-5949",단층,2010.08.26,"냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","현관보안, "
일반원룸중층,500,40,0,1,1,서울시 영등포구 대림동 1080-9,18㎡/18㎡(전용률100%),0원,불가능,서향(거실 기준),B1,3,단독주택,0,1,선영공인중개사사무소,"02-848-8480,010-9882-8480",단층,2017.03.21,none,none
다가구3층,"7,000",65,0,2,1,서울시 영등포구 대림동 990-47,36.41㎡/36.41㎡(전용률100%),10만원,불가능,서향(거실 기준),3,4,단독주택,0,1,(주)업타운부동산중개법인,070-4790-6607,단층,2015.11.26,"CCTV, 현관보안, ",none
다가구3층,"7,000",65,0,1,1,서울시 영등포구 대림동 734-3,21㎡/16.53㎡(전용률79%),5만원,불가능,남서향(안방 기준),중,5,단독주택,0,1,센트럴부동산공인중개사사무소,"02-6407-3050,02-6407-3050",단층,2015.02.27,"냉장고, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 전자레인지, 책상, ","비디오폰, 현관보안, CCTV, 엘리베이터, 화재경보기, "
도시형생활주택 황금봄중층,500,35,0,1,1,서울시 영등포구 대림동,23㎡/18.15㎡(전용률79%),8만원,가능,남서향(거실 기준),중,4,단독주택,0,1,센트럴부동산공인중개사사무소,"02-6407-3050,02-6407-3050",단층,2020.10.16,"냉장고, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 전자레인지, 벽걸이에어컨, ","비디오폰, 현관보안, CCTV, 화재경보기, "
단독 라솔중층,500,45,0,1,1,서울시 영등포구 대림동 678-4,20㎡/18.15㎡(전용률91%),8만원,불가능,동향(거실 기준),1,4,단독주택,0,1,집토스직영부동산 신림점,"02-6954-7448,010-3922-2369",단층,2020.10.16,none,none
일반원룸1층,"1,000",42,0,1,1,서울시 영등포구 대림동,19.8㎡/19.8㎡(전용률100%),0원,불가능,남서향(안방 기준),4,4,단독주택,0,1,"동작상떼빌공인중개사사무소
","02-865-2672,010-2394-2601",단층,2001.10.17,"베란다, ",none
일반원룸3층,300,35,0,1,1,서울시 영등포구 대림동 1018-11,23.14㎡/23.14㎡(전용률100%),10만원,불가능,남동향(안방 기준),3,3,단독주택,0,1,"예스공인중개사사무소
",02-857-8353,단층,2016.03.08,"냉장고, 세탁기, 싱크대, 옷장, 붙박이장, 신발장, 인덕션레인지, ","현관보안, CCTV, 인터폰, 방범창, 화재경보기, "
일반원룸3층,300,35,0,1,1,서울시 영등포구 대림동 975-14,25㎡/18㎡(전용률72%),6만원,불가능,남서향(거실 기준),2,4,단독주택,0,1,대승부동산공인중개사,"02-844-5949,010-2922-5949",단층,2018.02.12,"냉장고, 세탁기, 싱크대, 옷장, 인덕션레인지, 벽걸이에어컨, ","CCTV, "
일반원룸2층,500,35,0,2,1,서울시 영등포구 대림동 664-9,40㎡/40㎡(전용률100%),0원,불가능,남향(거실 기준),1,3,단독주택,0,1,명성공인중개사사무소,"02-834-0005,010-5004-2863",단층,1986.01.17,none,none
기타고층,400,50,0,1,1,서울시 영등포구 대림동 1051-4,31.03㎡/14.52㎡(전용률47%),5만원,불가능,남향(거실 기준),고,7,공동주택,0,1,"대박공인중개사사무소
",010-7578-7696,none,2005.01.29,"냉장고, 세탁기, 싱크대, 책상, 옷장, 붙박이장, 신발장, 전자레인지, 인덕션레인지, 샤워부스, ","CCTV, 인터폰, 비디오폰, 카드키, 화재경보기, "
일반원룸 모정하우스4층,"1,000",35,0,1,1,서울시 영등포구 대림동 729-1,25㎡/18㎡(전용률72%),5만원,불가능,남향(안방 기준),4,4,제2종 근린생활시설,0,1,뉴혜성공인중개사사무소,"02-830-8088,010-9052-9443",단층,2010.05.31,"냉장고, 세탁기, 싱크대, 옷장, 인덕션레인지, 책상, 벽걸이에어컨, ","인터폰, 현관보안, CCTV, 베란다, "
일반원룸 모정하우스4층,"1,000",35,0,2,1,서울시 영등포구 대림동,56㎡/49㎡(전용률88%),7만원,불가능,남서향(거실 기준),4,4,단독주택,0,1,대승부동산공인중개사,"02-844-5949,010-2922-5949",단층,2020.02.03,"천장에어컨, ",none
일반원룸저층,100,19,0,1,1,서울시 영등포구 대림동 1095-54,29.75㎡/23.14㎡(전용률78%),10만원,불가능,남향(안방 기준),저,3,단독주택,0,1,"바다부동산공인중개사사무소
",070-7510-2242,단층,2016.07.13,"냉장고, 세탁기, 싱크대, 책상, 옷장, 신발장, 전자레인지, 인덕션레인지, ","현관보안, CCTV, 인터폰, 카드키, "
일반원룸7층,500,38,0,1,1,서울시 영등포구 대림동 710-6,23㎡/18㎡(전용률78%),7만원,가능,남동향(안방 기준),7,7,제2종 근린생활시설,0,1,뉴혜성공인중개사사무소,"02-830-8088,010-9052-9443",단층,2008.04.07,"냉장고, 세탁기, 싱크대, 옷장, 인덕션레인지, 벽걸이에어컨, ","인터폰, CCTV, 엘리베이터, "
일반원룸7층,500,38,0,1,1,서울시 영등포구 대림동,20.2㎡/20.2㎡(전용률100%),0원,불가능,남동향(안방 기준),2,4,단독주택,0,1,태양부동산공인중개사,"02-842-7222,010-2345-7333",단층,1987.06.08,none,none
단독2층,200,25,0,2,1,서울시 영등포구 대림동,40㎡/40㎡(전용률100%),5만원,불가능,남동향(안방 기준),고,4,단독주택,0,1,한마음공인중개사사무소,"02-842-4200,010-8425-4200",단층,2011.05.27,"옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","인터폰, CCTV, 현관보안, 화재경보기, "
단독1층,500,30,0,1,1,서울시 영등포구 대림동 1082-9,26.7㎡/26.7㎡(전용률100%),0원,불가능,북서향(거실 기준),1,3,단독주택,0,1,태양부동산공인중개사,"02-842-7222,010-2345-7333",단층,none,none,none
단독1층,500,30,0,2,1,서울시 영등포구 대림동 907-12,33㎡/30㎡(전용률91%),0원,불가능,남동향(안방 기준),B1,2,단독주택,0,1,e편한보라공인중개사사무소,"02-832-0023,010-5628-3788",단층,1992.06.15,none,none
단독,"1,000",60,0,2,1,서울시 영등포구 대림동,40㎡/40㎡(전용률100%),5만원,불가능,북동향(안방 기준),중,3,단독주택,0,1,한마음공인중개사사무소,"02-842-4200,010-8425-4200",단층,2017.09.20,"옷장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","카드키, CCTV, 현관보안, 화재경보기, "
다가구 가온터4층,2억,42,0,2,1,서울시 영등포구 대림동 704,40.88㎡/32.12㎡(전용률79%),7만원,가능,남향(거실 기준),4,4,단독주택,0,1,투데이공인중개사사무소,010-5588-3720,단층,2022.02.03,"냉장고, 세탁기, 신발장, 싱크대, 인덕션레인지, 벽걸이에어컨, ","비디오폰, 인터폰, 현관보안, CCTV, 엘리베이터, 화재경보기, "
다가구 가온터4층,2억,42,0,2,1,서울시 영등포구 대림동 704,33㎡/31㎡(전용률94%),7만원,가능,남향(거실 기준),4,5,공동주택,0,1,투데이공인중개사사무소,010-8464-3995,none,2022.02.03,"냉장고, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 벽걸이에어컨, ","비디오폰, 현관보안, CCTV, 무인택배함, 엘리베이터, 화재경보기, "
빌라 신툭 투룸 첫입주 반전세4층,2억,42,0,1,1,서울시 영등포구 대림동 733-3,115.2㎡/21.16㎡(전용률18%),9만원,불가능,북동향(안방 기준),3,4,제2종 근린생활시설,0,1,"정하나공인중개사사무소
","02-851-1123,010-8394-7978",none,1988.05.02,"책상, 옷장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","CCTV, 현관보안, 베란다, "
빌라3층,"1,000",54,0,1,1,서울시 영등포구 대림동 738-14,19.35㎡/13.08㎡(전용률68%),6만원,가능,남동향(거실 기준),고,5,제2종 근린생활시설,0,1,다모하중개법인공인중개사사무소주식회사,"02-860-8666,010-4850-0240",단층,2013.06.04,"책상, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","카드키, CCTV, 현관보안, 엘리베이터, "
